	sector	country	year	language	sdgs3	sdgs13
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471915/original/Global-Compact_Report-2018.pdf?1550572276	Media	Georgia	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471916/original/Informe_de_progreso_2018_-_Grupo_Arelux_-_Rev.1.pdf?1550572897	Diversified	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471917/original/Ergalis_Livret_RSE_2017_2018v1.pdf?1550573477	Support Services	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471918/original/Lettre_d'adh%C3%A9sion_Ergalis_2018.pdf?1550573477	Support Services	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471919/original/2017_2018_Biji-biji_Initiative_Annual_Sustainability_Report.pdf?1550576105	Support Services	Malaysia	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471921/original/raportul_gri_EN.pdf?1550579893	General Retailers	Romania	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471923/original/COP_Silicom_Avenir2020.pdf?1550580675	Support Services	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471927/original/Communication_on_Progress_2018.pdf?1550585020	Automobiles & Parts	United Kingdom	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471929/original/COP_2019_FINAL.pdf?1550587552	Industrial Engineering	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471937/original/Informe_integrado_CAM_2017-COP_2018.pdf?1550592863	Mobile Telecommunications	Nicaragua	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471938/original/Carta_Director_Pais_Firmada.pdf?1550592863	Mobile Telecommunications	Nicaragua	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471939/original/INFORME_DE_PROGRESO_2018.pdf?1550593170	General Industrials	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471943/original/COP_Sair_da_Casca_2019.pdf?1550597367	Support Services	Portugal	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471945/original/UN_Global_Compact_Report_2019.pdf?1550602667	Food Producers	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471948/original/COP_2018.pdf?1550611919	Media	Argentina	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471954/original/CSR%E5%A0%B1%E5%91%8A%E6%9B%B82018%E5%B9%B4%E7%89%88.pdf?1550648524	Automobiles & Parts	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471955/original/Informe_Progreso_2017-presentado.pdf?1550650082	Support Services	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471957/original/Virtusa_Corp._Sustainability_Report_2017-18.pdf?1550654541	Software & Computer Services	United State...	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471959/original/Cargotec_annual_review_2018.pdf?1550655256	General Industrials	Finland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471960/original/Cargotec_gri_index_2018.pdf?1550655256	General Industrials	Finland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471961/original/Informe_de_progreso_ALCOCERTEX_2018.pdf?1550655861	Diversified	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471962/original/MaterCOP_rapport2019.pdf?1550656128	Personal Goods	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471963/original/MUE_Group_-_COP_2019.pdf?1550656644	Industrial Engineering	Lebanon	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471964/original/COP_Infiniti_Research_2019.pdf?1550657119	Support Services	United Kingdom	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471965/original/Mekoprint_COP_2018-19.pdf?1550664038	General Industrials	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471966/original/COP2019_Viaplan_Engenharia.pdf?1550664122	Industrial Engineering	Brazil	2019	Portuguese	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471968/original/Communication_on_Progress_2018.pdf?1550668497	Support Services	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471969/original/COMUNICA%C3%87%C3%83O_DE_PROGRESSO_AO_PACTO_GLOBAL_2018.pdf?1550672699	Health Care Equipment & Ser...	Brazil	2019	Portuguese	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471972/original/COP_2019_INGEMANN.pdf?1550674497	Food Producers	Nicaragua	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471973/original/Saga-Furs-Global-Compact-COE-2019.pdf?1550674866	Support Services	Finland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471974/original/castellum_annual_report_2018.pdf?1550675396	Real Estate Investment & Se...	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471975/original/Danske_Bank_CR_rapport_2018.pdf?1550675797	Financial Services	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471980/original/UN_Global_Compact_COP_2018_E.pdf?1550678281	Banks	Liechtenstein	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471981/original/UN_Global_Compact_COP_2018_D_.pdf?1550678320	Banks	Liechtenstein	2019	German	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471983/original/RELAT%C3%93RIO_2019___PACTO_GLOBAL_enviado_ao_PNUD.pdf?1550690848	Industrial Transportation	Brazil	2019	Portuguese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471986/original/DT_GC_COP_Submission.pdf?1550696365	Support Services	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471992/original/20190131_GC_COP_%28FF%29.pdf?1550729897	Software & Computer Services	Japan	2019	Japanese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471993/original/COP_2019_Cavagna_Group_SpA_firmato.pdf?1550730337	General Industrials	Italy	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471994/original/EFG_Hermes_COP_2018.pdf?1550736839	Financial Services	Egypt	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471995/original/COP_2019_Horoquartz.pdf?1550737321	Software & Computer Services	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471996/original/2018_%E7%B5%B1%E5%90%88%E5%A0%B1%E5%91%8A%E6%9B%B8_int_all.pdf?1550738039	Support Services	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/471998/original/sdgs_book_2018.pdf?1550738039	Support Services	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472000/original/JKL_CoP_2018-2019.pdf?1550739054	Automobiles & Parts	Germany	2019	German	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472002/original/CSR_report_2018.pdf?1550748580	Nonlife Insurance	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472004/original/An-El_COP__2018_WEB.pdf?1550752328	Electronic & Electrical Equ...	Turkey	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472006/original/Communication_on_Progress_2018.pdf?1550754619	Health Care Equipment & Ser...	Germany	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472007/original/KAPA_OIL_REFINERIES_LIMITED_COP_2018-2019.pdf?1550755387	Food Producers	Kenya	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472008/original/Communication_on_Progress_2018.pdf?1550755935	Health Care Equipment & Ser...	Denmark	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472010/original/INFORME_DE_PROGRESO_2018.pdf?1550759565	Media	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472011/original/COP_22.02.2019_Gras_SavoyeWillisTowersWatson_France.pdf?1550762584	Nonlife Insurance	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472013/original/Informe_de_Progreso_2017_Inmela.pdf?1550763507	Electronic & Electrical Equ...	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472014/original/Informe_de_Progreso_2018_Inmela.pdf?1550763698	Electronic & Electrical Equ...	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472017/original/COP_-_2018_-_Def.pdf?1550772044	Support Services	France	2019	French	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472019/original/MJL_Investment_UNGlobal_2-20-19LTR.pdf?1550776436	Financial Services	United State...	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472020/original/MJL_CO_UNGlobal_2-20-19LTR.pdf?1550776574	Financial Services	United State...	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472021/original/MJL_LAW_UNGlobal_2-20-19LTR.pdf?1550776721	Financial Services	United State...	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472023/original/CoP_Delphinus_2017-_2018_OK.pdf?1550787262	Travel & Leisure	Mexico	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472028/original/CSRreport2018.pdf?1550793664	Life Insurance	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472029/original/2018_Annual_report_all.pdf?1550795939	Support Services	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472030/original/2018_all.pdf?1550804321	Support Services	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472034/original/GC_2017.pdf?1550812700	Food Producers	Peru	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472036/original/gr18_en.pdf?1550827776	Construction & Materials	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472037/original/Corporate_Sustainability_Report_2018.pdf?1550829772	Oil & Gas Producers	Netherlands	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472038/original/COP_2018_AS3_final_submitted.pdf?1550829779	Support Services	Denmark	2019	Danish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472040/original/UN_Global_Compact_2019.pdf?1550832428	Financial Services	Germany	2019	German	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472042/original/Informe_de_Progreso_2018_Comercial_Godo.pdf?1550835283	Chemicals	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472043/original/Final_CSR_Report_ENG_220219.pdf?1550837086	Construction & Materials	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472044/original/Communication_on_Progress_2019.pdf?1550839849	Household Goods & Home Cons...	Germany	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472046/original/BOI_UNGC_COMMUNICATION_OF_PROGRESS_2019.pdf?1550846403	Banks	Nigeria	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472047/original/CSR_Report_2018.pdf?1550848011	Alternative Energy	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472049/original/COP_BENTAK_2017-_2018.pdf?1550849115	Construction & Materials	Paraguay	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472054/original/COP_-_2019.pdf?1550858002	General Industrials	Brazil	2019	Portuguese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472055/original/Speexx_Communication_on_Progress_2018_-2019_official.pdf?1550859663	Software & Computer Services	Germany	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472056/original/BRF_2017_Annual_Report.pdf?1550860324	Food Producers	Brazil	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472058/original/COP_GessiG_2018.pdf?1550864209	Support Services	Colombia	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472060/original/Pacto_Global_2019.pdf?1550868225	Construction & Materials	Brazil	2019	Portuguese	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472061/original/Mattos_Filho_Communication_On_Progress_2019.pdf?1550874886	Support Services	Brazil	2019	Portuguese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472062/original/Mattos_Filho_Relat%C3%B3rio_Social_2017-2018.pdf?1550874886	Support Services	Brazil	2019	Portuguese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472063/original/Mattos_Filho_Social_Report_2017-2018.pdf?1550874886	Support Services	Brazil	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472064/original/Informe_de_Resultados_Sobre_el_Progreso_2018.pdf?1550875449	Nonlife Insurance	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472065/original/CoP_2018.pdf?1550877799	Support Services	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472067/original/COP_2018.pdf?1550881067	General Industrials	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472068/original/COP_2018.pdf?1550881277	General Industrials	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472069/original/D%C3%A9claration_CoP_du_GC_janvier_2019.pdf?1550948981	Pharmaceuticals & Biotechno...	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472070/original/CoP_Global-Compact-Seqens_2018.pdf?1550948981	Pharmaceuticals & Biotechno...	France	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472072/original/Informe-RSC-2016-y-2017.pdf?1550970042	Financial Services	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472073/original/Fiskars_Group_Sustainability_Report_2018.pdf?1551081177	Household Goods & Home Cons...	Finland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472074/original/Fiskars_Group_2018.pdf?1551081177	Household Goods & Home Cons...	Finland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472075/original/finnair-sustainability-report-2018-data.pdf?1551086691	Travel & Leisure	Finland	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472076/original/fina-2018-en.pdf?1551086691	Travel & Leisure	Finland	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472077/original/BWZ_-_UN_Global_Compact_2017.pdf?1551086966	Support Services	Belgium	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472078/original/BWZ_-_UN_Global_Compact_2018.pdf?1551087164	Support Services	Belgium	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472082/original/COP_GLOBAL_COMPACT_2018.pdf?1551092450	Real Estate Investment & Se...	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472083/original/Memoria_Pacto_2018.pdf?1551093825	Gas, Water & Multiutilities	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472085/original/DFDS_CSR18_Full_report.pdf?1551096986	Industrial Transportation	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472090/original/COP_2019.pdf?1551109606	Financial Services	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472094/original/Informe_COP_2017.pdf?1551128843	Banks	Panama	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472107/original/COP-Nachhaltigkeitsbericht_2018_ENGEMANNuCO.pdf?1551165263	Industrial Transportation	Germany	2019	German	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472108/original/TDC_CSR-Report_UK2018_UNGC_COP.pdf?1551167862	Fixed Line Telecommunications	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472109/original/csr2018_e.pdf?1551169590	Real Estate Investment Trusts	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472110/original/csr2018j.pdf?1551169591	Real Estate Investment Trusts	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472111/original/Global_Compact_COP_SEMIKRON_2018.pdf?1551171132	Technology Hardware & Equip...	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472112/original/Netcompany_Communication_on_progress_2019.pdf?1551171231	Software & Computer Services	Denmark	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472118/original/%E6%B1%9F%E8%8B%8F%E5%B8%B8%E5%B7%9E%E9%87%91%E6%96%B9%E5%9C%86%E9%93%9C%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%B1%A5%E8%A1%8C%E5%85%A8%E7%90%83%E5%A5%91%E7%BA%A6%E5%B9%B4%E5%BA%A6%E8%BF%9B%E5%B1%95%E6%8A%A5%E5%91%8A.pdf?1551175957	Industrial Metals & Mining	China	2019	Chinese-Mandarin	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472120/original/Global_compact_2018.pdf?1551177606	Automobiles & Parts	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472121/original/Sustainability_Report.pdf?1551181807	Construction & Materials	Lebanon	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472122/original/Hartmann_COP_report_2018.pdf?1551182760	Forestry & Paper	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472123/original/COP_2019.pdf?1551188943	Support Services	France	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472124/original/AR18_Sustainability_en.pdf?1551189095	Banks	Switzerland	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472125/original/GB18_Nachhaltigkeit_de.pdf?1551189095	Banks	Switzerland	2019	German	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472126/original/Memoria_2018.pdf?1551191169	Construction & Materials	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472127/original/190207_COP_ONU_CentroPlaza_%283%29_%281%29.pdf?1551191436	General Retailers	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472128/original/Boliden_Sustainability_Index_190218.pdf?1551195641	Industrial Metals & Mining	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472129/original/Lisebergs_Hallbarhetsredovisning_2018_final.pdf?1551196101	Travel & Leisure	Sweden	2019	Swedish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472130/original/UN_Global_Compact_COP_2019-2020.pdf?1551196765	Industrial Engineering	France	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472132/original/Lettre_engagement_210219.pdf?1551200350	Industrial Transportation	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472133/original/2018_-_12_-_M%C3%A0J_EDEN.pdf?1551200350	Industrial Transportation	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472138/original/HQC_Sustainability_report_2018_EN.pdf?1551224493	Alternative Energy	United State...	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472139/original/HQC_Sustainability_report_2018_KR.pdf?1551224493	Alternative Energy	United State...	2019	Korean	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472140/original/Natural_Capital_Partners_2019-Statement_of_Recommitment_to_the_UNGC-27Feb2019.pdf?1551226349	Support Services	United Kingdom	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472142/original/sustainability-summary-2018.pdf?1551251967	Financial Services	United Kingdom	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472143/original/ntn_report2018E.pdf?1551252529	Industrial Engineering	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472144/original/ntn_report2018.pdf?1551252529	Industrial Engineering	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472145/original/INTERROLL_COMMUNICATION_ON_PROGRESS_REPORT_2018_EN.pdf?1551255627	General Industrials	Switzerland	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472146/original/Memoria_de_Sostenibilidad_2019.pdf?1551255765	Construction & Materials	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472147/original/UNGC_COP_Report_%282018%29.pdf?1551263890	Oil Equipment, Services & D...	Myanmar	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472148/original/YILBAK_Turkey_2018_COP___UNGC_%28Ali_Riza_DEGER%29.pdf?1551265248	Pharmaceuticals & Biotechno...	Turkey	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472150/original/COP_Panghea_2019.pdf?1551267387	Food Producers	Italy	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472151/original/COPs_2017.pdf?1551272746	Gas, Water & Multiutilities	Argentina	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472154/original/Reporte_de_Sustentabilidad_2017_-_Manfrey.pdf?1551276412	Food Producers	Argentina	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472155/original/COP2018_full.pdf?1551277738	Oil & Gas Producers	Sweden	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472156/original/UN-Global-Compact-Progress-Report-2018.pdf?1551278818	Health Care Equipment & Ser...	South Africa	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472157/original/GN_Responsibility_Report__COP_2018.pdf?1551278943	Health Care Equipment & Ser...	Denmark	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472158/original/OMOSTEV_COP_2018.pdf?1551279230	Construction & Materials	Uganda	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472159/original/GEOLOG_Communication_On_Progress_2019.pdf?1551280657	Oil Equipment, Services & D...	Netherlands	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472163/original/Statement_of_continued_support_and_COP_190227.pdf?1551285236	General Retailers	Sweden	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472165/original/COMMUNICATION_ON_PROGRESS_2018-2019.pdf?1551286884	General Industrials	United State...	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472170/original/CoP_FERONE_2018.pdf?1551292705	Construction & Materials	Italy	2019	Italian	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472171/original/COP_Torcomp_20190227.pdf?1551298944	Automobiles & Parts	Brazil	2019	Portuguese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472172/original/UN_Global_2018_final.pdf?1551302127	Software & Computer Services	Germany	2019	German	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472174/original/Informe_COP_UNGP_TCL_Feb_2019.pdf?1551314735	Industrial Transportation	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472175/original/%E4%B8%AD%E6%97%A5%E6%9C%AC%E3%83%AC%E3%83%9D%E3%83%BC%E3%83%882018%EF%BC%88%E7%AC%AC2%E7%89%88%EF%BC%89_%E4%B8%80%E5%BC%8F__%E4%BF%AE%E6%AD%A3.pdf?1551322849	Industrial Transportation	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472176/original/COP_2018_-_Noritake.pdf?1551324331	General Industrials	Sri Lanka	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472177/original/Appendix.1.-NLP_ethical_NEW.pdf?1551324331	General Industrials	Sri Lanka	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472178/original/Appendix_2-Reserch_report_2018.pdf?1551324331	General Industrials	Sri Lanka	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472179/original/Appendix_3-_safety_2018.pdf?1551324331	General Industrials	Sri Lanka	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472180/original/ssr2018e.pdf?1551332497	Technology Hardware & Equip...	Japan	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472181/original/Registration-document-2017_3490.pdf?1551334011	Industrial Engineering	France	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472182/original/Sustainability_Report_2018_NKT_AS_A3.pdf?1551340932	Electricity	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472185/original/cBrain_CSR_2018.pdf?1551344099	Software & Computer Services	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472186/original/KPN_IR-2018_Single_navigation4.pdf?1551345528	Fixed Line Telecommunications	Netherlands	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/472191/original/INFORME_DE_PROGRESO_2017.pdf?1551358395	Construction & Materials	Spain	2019	Spanish	yes	no
